ID,location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
7066,Liechtenstein,26/09/2021,Oct-19,41.17,32.91
7067,Liechtenstein,26/09/2021,20-29,64.47,57.93
7068,Liechtenstein,26/09/2021,30-39,60.46,54.65
7069,Liechtenstein,26/09/2021,40-49,69.55,66.18
7070,Liechtenstein,26/09/2021,50-59,72.68,69.85
7071,Liechtenstein,26/09/2021,60-69,78.63,76.52
7072,Liechtenstein,26/09/2021,70-79,88.22,86.77
7073,Liechtenstein,26/09/2021,80+,90.74,89.62
7074,Liechtenstein,3/10/2021,0-9,0.05,0.03
7075,Liechtenstein,3/10/2021,Oct-19,42.04,33.2
7076,Liechtenstein,3/10/2021,20-29,64.98,58.11
7077,Liechtenstein,3/10/2021,30-39,61.06,54.69
7078,Liechtenstein,3/10/2021,40-49,70.14,66.4
7079,Liechtenstein,3/10/2021,50-59,73.14,69.94
7080,Liechtenstein,3/10/2021,60-69,78.99,76.61
7081,Liechtenstein,3/10/2021,70-79,88.48,86.77
7082,Liechtenstein,3/10/2021,80+,91.11,89.62
7083,Liechtenstein,10/10/2021,0-9,0.05,0.03
7084,Liechtenstein,10/10/2021,Oct-19,42.87,33.4
7085,Liechtenstein,10/10/2021,20-29,65.69,58.26
7086,Liechtenstein,10/10/2021,30-39,61.94,54.77
7087,Liechtenstein,10/10/2021,40-49,70.58,66.45
7088,Liechtenstein,10/10/2021,50-59,73.66,69.97
7089,Liechtenstein,10/10/2021,60-69,79.17,76.67
7090,Liechtenstein,10/10/2021,70-79,88.54,86.85
7091,Liechtenstein,10/10/2021,80+,91.17,89.62
7092,Liechtenstein,17/10/2021,0-9,0.05,0.03
7093,Liechtenstein,17/10/2021,Oct-19,43.05,34.15
7094,Liechtenstein,17/10/2021,20-29,65.76,58.76
7095,Liechtenstein,17/10/2021,30-39,62.16,55.43
7096,Liechtenstein,17/10/2021,40-49,70.73,66.71
7097,Liechtenstein,17/10/2021,50-59,73.7,70.41
7098,Liechtenstein,17/10/2021,60-69,79.29,77.01
7099,Liechtenstein,17/10/2021,70-79,88.65,87.03
7100,Liechtenstein,17/10/2021,80+,91.17,89.75
7101,Liechtenstein,24/10/2021,0-9,0.05,0.03
7102,Liechtenstein,24/10/2021,Oct-19,43.46,39.93
7103,Liechtenstein,24/10/2021,20-29,65.96,63.75
7104,Liechtenstein,24/10/2021,30-39,62.36,59.08
7105,Liechtenstein,24/10/2021,40-49,70.95,69.27
7106,Liechtenstein,24/10/2021,50-59,73.75,72.21
7107,Liechtenstein,24/10/2021,60-69,79.35,78.27
7108,Liechtenstein,24/10/2021,70-79,88.68,87.78
7109,Liechtenstein,24/10/2021,80+,91.24,90.3
7110,Lithuania,1/01/2021,18-24,0.04,0
7111,Lithuania,1/01/2021,25-49,0.14,0
7112,Lithuania,1/01/2021,50-59,0.17,0
7113,Lithuania,1/01/2021,60-69,0.1,0
7114,Lithuania,1/01/2021,70-79,0.01,0
7115,Lithuania,8/01/2021,18-24,0.35,0
7116,Lithuania,8/01/2021,25-49,1.06,0
7117,Lithuania,8/01/2021,50-59,1.78,0
7118,Lithuania,8/01/2021,60-69,1.38,0
7119,Lithuania,8/01/2021,70-79,0.25,0
7120,Lithuania,8/01/2021,80+,0.12,0
7121,Lithuania,15/01/2021,18-24,0.72,0.03
7122,Lithuania,15/01/2021,25-49,2.06,0.07
7123,Lithuania,15/01/2021,50-59,3.58,0.05
7124,Lithuania,15/01/2021,60-69,3.02,0.03
7125,Lithuania,15/01/2021,70-79,1.1,0
7126,Lithuania,15/01/2021,80+,1.6,0
7127,Lithuania,22/01/2021,18-24,0.82,0.14
7128,Lithuania,22/01/2021,25-49,2.33,0.45
7129,Lithuania,22/01/2021,50-59,4.01,0.67
7130,Lithuania,22/01/2021,60-69,3.47,0.44
7131,Lithuania,22/01/2021,70-79,1.37,0.06
7132,Lithuania,22/01/2021,80+,2.48,0
7133,Lithuania,29/01/2021,18-24,1.18,0.31
7134,Lithuania,29/01/2021,25-49,2.98,0.98
7135,Lithuania,29/01/2021,50-59,4.74,1.64
7136,Lithuania,29/01/2021,60-69,4.05,1.26
7137,Lithuania,29/01/2021,70-79,1.54,0.23
7138,Lithuania,29/01/2021,80+,2.94,0.08
7139,Lithuania,5/02/2021,18-24,1.29,0.61
7140,Lithuania,5/02/2021,25-49,3.26,1.84
7141,Lithuania,5/02/2021,50-59,5.19,3.22
7142,Lithuania,5/02/2021,60-69,4.44,2.68
7143,Lithuania,5/02/2021,70-79,1.65,0.93
7144,Lithuania,5/02/2021,80+,3.26,1.35
7145,Lithuania,12/02/2021,18-24,1.58,0.73
7146,Lithuania,12/02/2021,25-49,4.11,2.12
7147,Lithuania,12/02/2021,50-59,6.73,3.66
7148,Lithuania,12/02/2021,60-69,5.65,3.11
7149,Lithuania,12/02/2021,70-79,1.9,1.14
7150,Lithuania,12/02/2021,80+,3.64,2.15
7151,Lithuania,19/02/2021,18-24,1.72,1.07
7152,Lithuania,19/02/2021,25-49,4.57,2.75
7153,Lithuania,19/02/2021,50-59,7.72,4.4
7154,Lithuania,19/02/2021,60-69,6.59,3.7
7155,Lithuania,19/02/2021,70-79,2.96,1.34
7156,Lithuania,19/02/2021,80+,9,2.63
7157,Lithuania,26/02/2021,18-24,1.8,1.17
7158,Lithuania,26/02/2021,25-49,4.76,2.98
7159,Lithuania,26/02/2021,50-59,8.15,4.76
7160,Lithuania,26/02/2021,60-69,7.7,4.03
7161,Lithuania,26/02/2021,70-79,8.14,1.4
7162,Lithuania,26/02/2021,80+,23.31,2.89
7163,Lithuania,5/03/2021,18-24,1.89,1.34
7164,Lithuania,5/03/2021,25-49,4.92,3.31
7165,Lithuania,5/03/2021,50-59,8.45,5.78
7166,Lithuania,5/03/2021,60-69,9.09,5.21
7167,Lithuania,5/03/2021,70-79,18.17,1.62
7168,Lithuania,5/03/2021,80+,32.18,3.27
7169,Lithuania,12/03/2021,18-24,1.99,1.42
7170,Lithuania,12/03/2021,25-49,5.04,3.46
7171,Lithuania,12/03/2021,50-59,8.68,6.32
7172,Lithuania,12/03/2021,60-69,11.92,5.91
7173,Lithuania,12/03/2021,70-79,29.04,2.36
7174,Lithuania,12/03/2021,80+,35.71,6.69
7175,Lithuania,19/03/2021,18-24,2.04,1.47
7176,Lithuania,19/03/2021,25-49,5.13,3.62
7177,Lithuania,19/03/2021,50-59,8.9,6.71
7178,Lithuania,19/03/2021,60-69,14.02,6.69
7179,Lithuania,19/03/2021,70-79,33.46,4.69
7180,Lithuania,19/03/2021,80+,36.86,15.4
7181,Lithuania,26/03/2021,18-24,2.42,1.55
7182,Lithuania,26/03/2021,25-49,5.73,3.75
7183,Lithuania,26/03/2021,50-59,10,6.96
7184,Lithuania,26/03/2021,60-69,18.91,7.28
7185,Lithuania,26/03/2021,70-79,40.62,9.56
7186,Lithuania,26/03/2021,80+,39.44,21.63
7187,Lithuania,2/04/2021,18-24,4.34,1.64
7188,Lithuania,2/04/2021,25-49,7.15,3.84
7189,Lithuania,2/04/2021,50-59,12.03,7.13
7190,Lithuania,2/04/2021,60-69,24.32,8.34
7191,Lithuania,2/04/2021,70-79,47.48,15.63
7192,Lithuania,2/04/2021,80+,41.94,25.27
7193,Lithuania,9/04/2021,18-24,8.15,1.69
7194,Lithuania,9/04/2021,25-49,9.81,3.91
7195,Lithuania,9/04/2021,50-59,15.95,7.3
7196,Lithuania,9/04/2021,60-69,32.21,9.41
7197,Lithuania,9/04/2021,70-79,54.03,18.15
7198,Lithuania,9/04/2021,80+,44.36,26.36
7199,Lithuania,16/04/2021,18-24,10.13,1.76
7200,Lithuania,16/04/2021,25-49,12.17,4.06
7201,Lithuania,16/04/2021,50-59,19.55,7.63
7202,Lithuania,16/04/2021,60-69,38.84,11.08
7203,Lithuania,16/04/2021,70-79,59.1,22.03
7204,Lithuania,16/04/2021,80+,46.9,27.78
7205,Lithuania,23/04/2021,18-24,12.75,1.97
7206,Lithuania,23/04/2021,25-49,14.46,4.55
7207,Lithuania,23/04/2021,50-59,22.87,8.39
7208,Lithuania,23/04/2021,60-69,43.43,14.26
7209,Lithuania,23/04/2021,70-79,61.95,28.13
7210,Lithuania,23/04/2021,80+,48.5,30.09
7211,Lithuania,30/04/2021,18-24,14.46,3.82
7212,Lithuania,30/04/2021,25-49,16.79,5.62
7213,Lithuania,30/04/2021,50-59,26.93,10.29
7214,Lithuania,30/04/2021,60-69,47.73,20.02
7215,Lithuania,30/04/2021,70-79,63.23,34.15
7216,Lithuania,30/04/2021,80+,49.42,32.42
7217,Lithuania,7/05/2021,18-24,16.87,5.75
7218,Lithuania,7/05/2021,25-49,21.38,7.45
7219,Lithuania,7/05/2021,50-59,32.31,13.41
7220,Lithuania,7/05/2021,60-69,51.77,27.13
7221,Lithuania,7/05/2021,70-79,64.62,40.77
7222,Lithuania,7/05/2021,80+,50.34,35.95
7223,Lithuania,14/05/2021,18-24,19.36,7.95
7224,Lithuania,14/05/2021,25-49,25.73,9.18
7225,Lithuania,14/05/2021,50-59,37.7,16.08
7226,Lithuania,14/05/2021,60-69,55.94,31.4
7227,Lithuania,14/05/2021,70-79,65.76,44.68
7228,Lithuania,14/05/2021,80+,51.25,38.92
7229,Lithuania,21/05/2021,18-24,21.33,9.72
7230,Lithuania,21/05/2021,25-49,29.34,11.54
7231,Lithuania,21/05/2021,50-59,42.15,20.03
7232,Lithuania,21/05/2021,60-69,58.62,36.05
7233,Lithuania,21/05/2021,70-79,66.54,48.48
7234,Lithuania,21/05/2021,80+,51.91,43.73
7235,Lithuania,28/05/2021,18-24,23.57,11.08
7236,Lithuania,28/05/2021,25-49,34.14,14.09
7237,Lithuania,28/05/2021,50-59,45.75,23.76
7238,Lithuania,28/05/2021,60-69,60.89,39.84
7239,Lithuania,28/05/2021,70-79,67.31,52.79
7240,Lithuania,28/05/2021,80+,52.52,46.42
7241,Lithuania,4/06/2021,18-24,33.79,13.72
7242,Lithuania,4/06/2021,25-49,40.31,17.63
7243,Lithuania,4/06/2021,50-59,48.09,28.75
7244,Lithuania,4/06/2021,60-69,62.42,45.36
7245,Lithuania,4/06/2021,70-79,67.91,58.64
7246,Lithuania,4/06/2021,80+,52.99,48.65
7247,Lithuania,11/06/2021,18-24,38.54,16.18
7248,Lithuania,11/06/2021,25-49,43.6,21.65
7249,Lithuania,11/06/2021,50-59,50,33.87
7250,Lithuania,11/06/2021,60-69,63.73,49.9
7251,Lithuania,11/06/2021,70-79,68.49,61.88
7252,Lithuania,11/06/2021,80+,53.48,49.93
7253,Lithuania,18/06/2021,18-24,40.53,19.18
7254,Lithuania,18/06/2021,25-49,45.25,27.42
7255,Lithuania,18/06/2021,50-59,51.4,38.87
7256,Lithuania,18/06/2021,60-69,64.76,54.48
7257,Lithuania,18/06/2021,70-79,69,64.51
7258,Lithuania,18/06/2021,80+,53.87,51.02
7259,Lithuania,25/06/2021,18-24,41.71,27.78
7260,Lithuania,25/06/2021,25-49,46.19,33.47
7261,Lithuania,25/06/2021,50-59,52.07,42.09
7262,Lithuania,25/06/2021,60-69,65.23,57.45
7263,Lithuania,25/06/2021,70-79,69.24,65.7
7264,Lithuania,25/06/2021,80+,54.05,51.64
7265,Lithuania,2/07/2021,18-24,43.28,34.45
7266,Lithuania,2/07/2021,25-49,47.39,38.58
7267,Lithuania,2/07/2021,50-59,53.11,45.71
7268,Lithuania,2/07/2021,60-69,66.02,60.26
7269,Lithuania,2/07/2021,70-79,69.66,66.84
7270,Lithuania,2/07/2021,80+,54.41,52.32
7271,Lithuania,9/07/2021,18-24,44.52,37.16
7272,Lithuania,9/07/2021,25-49,48.54,41.28
7273,Lithuania,9/07/2021,50-59,54.11,48.06
7274,Lithuania,9/07/2021,60-69,66.8,62.01
7275,Lithuania,9/07/2021,70-79,70.07,67.44
7276,Lithuania,9/07/2021,80+,54.7,52.74
7277,Lithuania,16/07/2021,18-24,45.73,39.18
7278,Lithuania,16/07/2021,25-49,49.95,43.39
7279,Lithuania,16/07/2021,50-59,55.45,49.91
7280,Lithuania,16/07/2021,60-69,67.64,63.23
7281,Lithuania,16/07/2021,70-79,70.41,67.81
7282,Lithuania,16/07/2021,80+,54.98,53.02
7283,Lithuania,23/07/2021,18-24,47.83,40.77
7284,Lithuania,23/07/2021,25-49,52.47,45.23
7285,Lithuania,23/07/2021,50-59,57.81,51.42
7286,Lithuania,23/07/2021,60-69,69.15,64.26
7287,Lithuania,23/07/2021,70-79,71.05,68.18
7288,Lithuania,23/07/2021,80+,55.39,53.26
7289,Lithuania,30/07/2021,18-24,50.87,42.56
7290,Lithuania,30/07/2021,25-49,55.66,47.33
7291,Lithuania,30/07/2021,50-59,60.97,53.07
7292,Lithuania,30/07/2021,60-69,71.15,65.33
7293,Lithuania,30/07/2021,70-79,71.8,68.52
7294,Lithuania,30/07/2021,80+,55.92,53.54
7295,Lithuania,6/08/2021,18-24,54.46,45.21
7296,Lithuania,6/08/2021,25-49,59.41,50.42
7297,Lithuania,6/08/2021,50-59,64.42,55.63
7298,Lithuania,6/08/2021,60-69,73.51,67.01
7299,Lithuania,6/08/2021,70-79,73.05,69.23
7300,Lithuania,6/08/2021,80+,56.76,54.03
7301,Lithuania,13/08/2021,18-24,57.71,48.24
7302,Lithuania,13/08/2021,25-49,62.55,53.7
7303,Lithuania,13/08/2021,50-59,67.22,58.67
7304,Lithuania,13/08/2021,60-69,75.68,69.08
7305,Lithuania,13/08/2021,70-79,74.4,70.24
7306,Lithuania,13/08/2021,80+,57.76,54.75
7307,Lithuania,20/08/2021,18-24,60.73,51.83
7308,Lithuania,20/08/2021,25-49,65.19,57.41
7309,Lithuania,20/08/2021,50-59,69.45,62.12
7310,Lithuania,20/08/2021,60-69,77.33,71.39
7311,Lithuania,20/08/2021,70-79,75.44,71.3
7312,Lithuania,20/08/2021,80+,58.62,55.48
7313,Lithuania,27/08/2021,18-24,63.38,55.05
7314,Lithuania,27/08/2021,25-49,67.07,60.1
7315,Lithuania,27/08/2021,50-59,70.94,64.45
7316,Lithuania,27/08/2021,60-69,78.41,73.06
7317,Lithuania,27/08/2021,70-79,76.13,72.26
7318,Lithuania,27/08/2021,80+,59.19,56.13
7319,Lithuania,3/09/2021,18-24,65.34,57.43
7320,Lithuania,3/09/2021,25-49,68.41,62
7321,Lithuania,3/09/2021,50-59,71.97,66.03
7322,Lithuania,3/09/2021,60-69,79.1,74.3
7323,Lithuania,3/09/2021,70-79,76.54,73.11
7324,Lithuania,3/09/2021,80+,59.57,56.77
7325,Lithuania,10/09/2021,18-24,66.76,59.43
7326,Lithuania,10/09/2021,25-49,69.54,63.56
7327,Lithuania,10/09/2021,50-59,72.88,67.29
7328,Lithuania,10/09/2021,60-69,79.75,75.26
7329,Lithuania,10/09/2021,70-79,76.91,73.77
7330,Lithuania,10/09/2021,80+,59.89,57.33
7331,Lithuania,17/09/2021,18-24,67.94,61.2
7332,Lithuania,17/09/2021,25-49,70.62,64.82
7333,Lithuania,17/09/2021,50-59,73.66,68.28
7334,Lithuania,17/09/2021,60-69,80.3,76.02
7335,Lithuania,17/09/2021,70-79,77.3,74.28
7336,Lithuania,17/09/2021,80+,60.22,57.77
7337,Lithuania,24/09/2021,18-24,68.83,62.84
7338,Lithuania,24/09/2021,25-49,71.54,66.01
7339,Lithuania,24/09/2021,50-59,74.33,69.19
7340,Lithuania,24/09/2021,60-69,80.76,76.66
7341,Lithuania,24/09/2021,70-79,77.59,74.67
7342,Lithuania,24/09/2021,80+,60.58,58.18
7343,Lithuania,1/10/2021,18-24,69.62,64.41
7344,Lithuania,1/10/2021,25-49,72.4,67.34
7345,Lithuania,1/10/2021,50-59,74.91,70.2
7346,Lithuania,1/10/2021,60-69,81.17,77.37
7347,Lithuania,1/10/2021,70-79,77.87,75.08
7348,Lithuania,1/10/2021,80+,60.87,58.52
7349,Lithuania,8/10/2021,18-24,70.28,65.67
7350,Lithuania,8/10/2021,25-49,73.15,68.56
7351,Lithuania,8/10/2021,50-59,75.41,71.09
7352,Lithuania,8/10/2021,60-69,81.5,77.97
7353,Lithuania,8/10/2021,70-79,78.11,75.48
7354,Lithuania,8/10/2021,80+,61.24,58.91
7355,Lithuania,15/10/2021,18-24,70.82,66.55
7356,Lithuania,15/10/2021,25-49,73.91,69.58
7357,Lithuania,15/10/2021,50-59,75.9,71.82
7358,Lithuania,15/10/2021,60-69,81.84,78.46
7359,Lithuania,15/10/2021,70-79,78.38,75.82
7360,Lithuania,15/10/2021,80+,61.63,59.3
7361,Lithuania,22/10/2021,18-24,71.13,66.95
7362,Lithuania,22/10/2021,25-49,74.31,70.03
7363,Lithuania,22/10/2021,50-59,76.16,72.14
7364,Lithuania,22/10/2021,60-69,82.02,78.67
7365,Lithuania,22/10/2021,70-79,78.55,75.99
7366,Lithuania,22/10/2021,80+,61.82,59.46
7367,Luxembourg,8/01/2021,18-24,0.03,0
7368,Luxembourg,8/01/2021,25-49,0.2,0
7369,Luxembourg,8/01/2021,50-59,0.28,0
7370,Luxembourg,8/01/2021,60-69,0.19,0
7371,Luxembourg,8/01/2021,70-79,0.2,0
7372,Luxembourg,8/01/2021,80+,1.36,0
7373,Luxembourg,15/01/2021,18-24,0.07,0
7374,Luxembourg,15/01/2021,25-49,0.42,0
7375,Luxembourg,15/01/2021,50-59,0.54,0
7376,Luxembourg,15/01/2021,60-69,0.36,0
7377,Luxembourg,15/01/2021,70-79,0.41,0
7378,Luxembourg,15/01/2021,80+,3.45,0
7379,Luxembourg,22/01/2021,18-24,0.27,0.03
7380,Luxembourg,22/01/2021,25-49,0.85,0.2
7381,Luxembourg,22/01/2021,50-59,1.07,0.28
7382,Luxembourg,22/01/2021,60-69,0.56,0.14
7383,Luxembourg,22/01/2021,70-79,0.47,0.02
7384,Luxembourg,22/01/2021,80+,3.46,0
7385,Luxembourg,29/01/2021,18-24,0.47,0.03
7386,Luxembourg,29/01/2021,25-49,1.37,0.2
7387,Luxembourg,29/01/2021,50-59,1.69,0.28
7388,Luxembourg,29/01/2021,60-69,0.89,0.19
7389,Luxembourg,29/01/2021,70-79,0.95,0.2
7390,Luxembourg,29/01/2021,80+,6.05,1.28
7391,Luxembourg,5/02/2021,18-24,0.63,0.07
7392,Luxembourg,5/02/2021,25-49,1.71,0.42
7393,Luxembourg,5/02/2021,50-59,2.1,0.54
7394,Luxembourg,5/02/2021,60-69,1.08,0.35
7395,Luxembourg,5/02/2021,70-79,1.3,0.4
7396,Luxembourg,5/02/2021,80+,9.68,3.29
7397,Luxembourg,12/02/2021,18-24,0.88,0.22
7398,Luxembourg,12/02/2021,25-49,2.19,0.72
7399,Luxembourg,12/02/2021,50-59,2.6,0.87
7400,Luxembourg,12/02/2021,60-69,1.39,0.48
7401,Luxembourg,12/02/2021,70-79,1.53,0.44
7402,Luxembourg,12/02/2021,80+,10.74,3.31
7403,Luxembourg,19/02/2021,18-24,1.39,0.34
7404,Luxembourg,19/02/2021,25-49,2.9,1.04
7405,Luxembourg,19/02/2021,50-59,3.41,1.3
7406,Luxembourg,19/02/2021,60-69,1.74,0.6
7407,Luxembourg,19/02/2021,70-79,2.07,0.48
7408,Luxembourg,19/02/2021,80+,17.05,3.36
7409,Luxembourg,26/02/2021,18-24,1.6,0.47
7410,Luxembourg,26/02/2021,25-49,3.23,1.37
7411,Luxembourg,26/02/2021,50-59,3.82,1.7
7412,Luxembourg,26/02/2021,60-69,1.93,0.87
7413,Luxembourg,26/02/2021,70-79,2.21,0.94
7414,Luxembourg,26/02/2021,80+,23.43,5.84
7415,Luxembourg,5/03/2021,18-24,1.76,0.63
7416,Luxembourg,5/03/2021,25-49,3.39,1.75
7417,Luxembourg,5/03/2021,50-59,4.04,2.16
7418,Luxembourg,5/03/2021,60-69,3.42,1.07
7419,Luxembourg,5/03/2021,70-79,2.53,1.26
7420,Luxembourg,5/03/2021,80+,37.63,9.32
7421,Luxembourg,12/03/2021,18-24,1.98,0.75
7422,Luxembourg,12/03/2021,25-49,3.51,1.9
7423,Luxembourg,12/03/2021,50-59,4.32,2.32
7424,Luxembourg,12/03/2021,60-69,4.8,1.23
7425,Luxembourg,12/03/2021,70-79,9.27,1.48
7426,Luxembourg,12/03/2021,80+,64.54,10.38
7427,Luxembourg,19/03/2021,18-24,2.12,0.91
7428,Luxembourg,19/03/2021,25-49,3.67,1.99
7429,Luxembourg,19/03/2021,50-59,4.68,2.43
7430,Luxembourg,19/03/2021,60-69,5.5,1.45
7431,Luxembourg,19/03/2021,70-79,29.7,2
7432,Luxembourg,19/03/2021,80+,79.3,16.24
7433,Luxembourg,26/03/2021,18-24,2.29,1.04
7434,Luxembourg,26/03/2021,25-49,3.9,2.16
7435,Luxembourg,26/03/2021,50-59,4.93,2.67
7436,Luxembourg,26/03/2021,60-69,5.77,1.59
7437,Luxembourg,26/03/2021,70-79,49.63,2.13
7438,Luxembourg,26/03/2021,80+,81.21,22.54
7439,Luxembourg,2/04/2021,18-24,2.5,1.06
7440,Luxembourg,2/04/2021,25-49,4.21,2.2
7441,Luxembourg,2/04/2021,50-59,5.42,2.75
7442,Luxembourg,2/04/2021,60-69,11.19,1.98
7443,Luxembourg,2/04/2021,70-79,76.13,2.48
7444,Luxembourg,2/04/2021,80+,81.8,36.64
7445,Luxembourg,9/04/2021,18-24,2.8,1.13
7446,Luxembourg,9/04/2021,25-49,4.53,2.26
7447,Luxembourg,9/04/2021,50-59,6.1,2.96
7448,Luxembourg,9/04/2021,60-69,31.56,2.7
7449,Luxembourg,9/04/2021,70-79,77.97,8.42
7450,Luxembourg,9/04/2021,80+,81.99,61.99
7451,Luxembourg,16/04/2021,18-24,3.01,1.3
7452,Luxembourg,16/04/2021,25-49,4.86,2.49
7453,Luxembourg,16/04/2021,50-59,7.32,3.35
7454,Luxembourg,16/04/2021,60-69,62.97,6.49
7455,Luxembourg,16/04/2021,70-79,78.98,27.16
7456,Luxembourg,16/04/2021,80+,82.41,75.13
7457,Luxembourg,23/04/2021,18-24,3.13,1.44
7458,Luxembourg,23/04/2021,25-49,5.32,2.82
7459,Luxembourg,23/04/2021,50-59,12.31,3.74
7460,Luxembourg,23/04/2021,60-69,73.18,6.77
7461,Luxembourg,23/04/2021,70-79,79.56,28.13
7462,Luxembourg,23/04/2021,80+,83.09,76
7463,Luxembourg,30/04/2021,18-24,3.34,1.81
7464,Luxembourg,30/04/2021,25-49,5.99,3.47
7465,Luxembourg,30/04/2021,50-59,28.02,4.51
7466,Luxembourg,30/04/2021,60-69,75.44,7.13
7467,Luxembourg,30/04/2021,70-79,80.43,28.49
7468,Luxembourg,30/04/2021,80+,83.49,76.2
7469,Luxembourg,7/05/2021,18-24,3.52,2.16
7470,Luxembourg,7/05/2021,25-49,10.44,4.01
7471,Luxembourg,7/05/2021,50-59,44.28,8.6
7472,Luxembourg,7/05/2021,60-69,76.62,25.25
7473,Luxembourg,7/05/2021,70-79,81.12,30.31
7474,Luxembourg,7/05/2021,80+,84.02,76.49
7475,Luxembourg,14/05/2021,18-24,3.72,2.48
7476,Luxembourg,14/05/2021,25-49,12.76,4.42
7477,Luxembourg,14/05/2021,50-59,63.59,11.71
7478,Luxembourg,14/05/2021,60-69,78.12,51.72
7479,Luxembourg,14/05/2021,70-79,81.72,31.23
7480,Luxembourg,14/05/2021,80+,84.66,76.93
7481,Luxembourg,21/05/2021,18-24,3.87,2.75
7482,Luxembourg,21/05/2021,25-49,17.69,5.6
7483,Luxembourg,21/05/2021,50-59,73.16,18.18
7484,Luxembourg,21/05/2021,60-69,78.87,62.62
7485,Luxembourg,21/05/2021,70-79,82.21,32.69
7486,Luxembourg,21/05/2021,80+,85.1,78.78
7487,Luxembourg,28/05/2021,18-24,3.97,2.97
7488,Luxembourg,28/05/2021,25-49,19.87,6.41
7489,Luxembourg,28/05/2021,50-59,74.39,33.59
7490,Luxembourg,28/05/2021,60-69,79.39,65.15
7491,Luxembourg,28/05/2021,70-79,82.61,35.37
7492,Luxembourg,28/05/2021,80+,85.43,80.81
7493,Luxembourg,4/06/2021,18-24,4.09,3.28
7494,Luxembourg,4/06/2021,25-49,28.86,7.82
7495,Luxembourg,4/06/2021,50-59,75.06,44.9
7496,Luxembourg,4/06/2021,60-69,79.71,66.44
7497,Luxembourg,4/06/2021,70-79,82.86,54.52
7498,Luxembourg,4/06/2021,80+,85.58,82.58
7499,Luxembourg,11/06/2021,18-24,4.2,3.6
7500,Luxembourg,11/06/2021,25-49,35.44,10.53
7501,Luxembourg,11/06/2021,50-59,75.89,62.19
7502,Luxembourg,11/06/2021,60-69,80.24,73.04
7503,Luxembourg,11/06/2021,70-79,83.17,80.52
7504,Luxembourg,11/06/2021,80+,85.76,83.7
7505,Luxembourg,18/06/2021,18-24,4.93,4.37
7506,Luxembourg,18/06/2021,25-49,45.15,14.5
7507,Luxembourg,18/06/2021,50-59,76.69,70.33
7508,Luxembourg,18/06/2021,60-69,80.78,76.08
7509,Luxembourg,18/06/2021,70-79,83.48,81.37
7510,Luxembourg,18/06/2021,80+,85.98,84.12
7511,Luxembourg,25/06/2021,18-24,16.2,11.98
7512,Luxembourg,25/06/2021,25-49,56.84,18.5
7513,Luxembourg,25/06/2021,50-59,77.5,71.81
7514,Luxembourg,25/06/2021,60-69,81.39,79.18
7515,Luxembourg,25/06/2021,70-79,83.86,81.95
7516,Luxembourg,25/06/2021,80+,86.31,84.42
7517,Luxembourg,2/07/2021,18-24,33.36,13.45
7518,Luxembourg,2/07/2021,25-49,61.52,29.27
7519,Luxembourg,2/07/2021,50-59,77.96,74.5
7520,Luxembourg,2/07/2021,60-69,81.72,79.66
7521,Luxembourg,2/07/2021,70-79,84.08,82.29
7522,Luxembourg,2/07/2021,80+,86.46,84.54
7523,Luxembourg,9/07/2021,18-24,48.51,13.97
7524,Luxembourg,9/07/2021,25-49,63.13,35.41
7525,Luxembourg,9/07/2021,50-59,78.37,75.74
7526,Luxembourg,9/07/2021,60-69,81.98,80.11
7527,Luxembourg,9/07/2021,70-79,84.29,82.6
7528,Luxembourg,9/07/2021,80+,86.58,84.71
7529,Luxembourg,16/07/2021,18-24,52.5,15.66
7530,Luxembourg,16/07/2021,25-49,64.41,45.6
7531,Luxembourg,16/07/2021,50-59,79.1,76.86
7532,Luxembourg,16/07/2021,60-69,82.5,80.81
7533,Luxembourg,16/07/2021,70-79,84.62,82.99
7534,Luxembourg,16/07/2021,80+,86.83,85
7535,Luxembourg,23/07/2021,18-24,54.05,19.93
7536,Luxembourg,23/07/2021,25-49,65.19,55.11
7537,Luxembourg,23/07/2021,50-59,79.56,77.62
7538,Luxembourg,23/07/2021,60-69,82.83,81.35
7539,Luxembourg,23/07/2021,70-79,84.96,83.35
7540,Luxembourg,23/07/2021,80+,86.98,85.32
7541,Luxembourg,30/07/2021,18-24,55.24,35.15
7542,Luxembourg,30/07/2021,25-49,65.89,60.77
7543,Luxembourg,30/07/2021,50-59,79.94,78.17
7544,Luxembourg,30/07/2021,60-69,83.1,81.7
7545,Luxembourg,30/07/2021,70-79,85.23,83.63
7546,Luxembourg,30/07/2021,80+,87.13,85.51
7547,Luxembourg,6/08/2021,18-24,56.23,48.51
7548,Luxembourg,6/08/2021,25-49,66.57,62.74
7549,Luxembourg,6/08/2021,50-59,80.35,78.57
7550,Luxembourg,6/08/2021,60-69,83.39,81.99
7551,Luxembourg,6/08/2021,70-79,85.47,83.85
7552,Luxembourg,6/08/2021,80+,87.32,85.66
7553,Luxembourg,13/08/2021,18-24,56.98,51.62
7554,Luxembourg,13/08/2021,25-49,67.12,63.76
7555,Luxembourg,13/08/2021,50-59,80.66,79.02
7556,Luxembourg,13/08/2021,60-69,83.68,82.37
7557,Luxembourg,13/08/2021,70-79,85.67,84.14
7558,Luxembourg,13/08/2021,80+,87.48,85.89
