ID,location,date,vaccine,total_vaccinations
10797,Latvia,20/10/2021,Johnson&Johnson,194960
10798,Latvia,20/10/2021,Moderna,256227
10799,Latvia,20/10/2021,Pfizer/BioNTech,1118114
10800,Latvia,21/10/2021,Johnson&Johnson,199233
10801,Latvia,21/10/2021,Moderna,257409
10802,Latvia,21/10/2021,Pfizer/BioNTech,1127623
10803,Latvia,22/10/2021,Johnson&Johnson,203438
10804,Latvia,22/10/2021,Moderna,259761
10805,Latvia,22/10/2021,Pfizer/BioNTech,1136013
10806,Latvia,23/10/2021,Johnson&Johnson,206274
10807,Latvia,23/10/2021,Moderna,260930
10808,Latvia,23/10/2021,Oxford/AstraZeneca,262392
10809,Latvia,23/10/2021,Pfizer/BioNTech,1140263
10810,Latvia,24/10/2021,Johnson&Johnson,207010
10811,Latvia,24/10/2021,Moderna,261269
10812,Latvia,24/10/2021,Pfizer/BioNTech,1141478
10813,Latvia,25/10/2021,Johnson&Johnson,209247
10814,Latvia,25/10/2021,Moderna,263239
10815,Latvia,25/10/2021,Oxford/AstraZeneca,262393
10816,Latvia,25/10/2021,Pfizer/BioNTech,1145159
10817,Liechtenstein,12/02/2021,Moderna,368
10818,Liechtenstein,12/02/2021,Pfizer/BioNTech,797
10819,Liechtenstein,19/02/2021,Moderna,888
10820,Liechtenstein,19/02/2021,Pfizer/BioNTech,917
10821,Liechtenstein,26/02/2021,Moderna,1256
10822,Liechtenstein,26/02/2021,Pfizer/BioNTech,1333
10823,Liechtenstein,5/03/2021,Moderna,1256
10824,Liechtenstein,5/03/2021,Pfizer/BioNTech,1862
10825,Liechtenstein,12/03/2021,Moderna,1904
10826,Liechtenstein,12/03/2021,Pfizer/BioNTech,1862
10827,Liechtenstein,19/03/2021,Moderna,2423
10828,Liechtenstein,19/03/2021,Pfizer/BioNTech,1912
10829,Liechtenstein,26/03/2021,Moderna,2423
10830,Liechtenstein,26/03/2021,Pfizer/BioNTech,3036
10831,Liechtenstein,2/04/2021,Moderna,2912
10832,Liechtenstein,2/04/2021,Pfizer/BioNTech,3561
10833,Liechtenstein,9/04/2021,Moderna,3822
10834,Liechtenstein,9/04/2021,Pfizer/BioNTech,3561
10835,Liechtenstein,16/04/2021,Moderna,4361
10836,Liechtenstein,16/04/2021,Pfizer/BioNTech,4468
10837,Liechtenstein,23/04/2021,Moderna,5199
10838,Liechtenstein,23/04/2021,Pfizer/BioNTech,6227
10839,Liechtenstein,30/04/2021,Moderna,6198
10840,Liechtenstein,30/04/2021,Pfizer/BioNTech,6769
10841,Liechtenstein,7/05/2021,Moderna,7569
10842,Liechtenstein,7/05/2021,Pfizer/BioNTech,6769
10843,Liechtenstein,14/05/2021,Moderna,8669
10844,Liechtenstein,14/05/2021,Pfizer/BioNTech,7633
10845,Liechtenstein,21/05/2021,Moderna,8959
10846,Liechtenstein,21/05/2021,Pfizer/BioNTech,7901
10847,Liechtenstein,28/05/2021,Moderna,10327
10848,Liechtenstein,28/05/2021,Pfizer/BioNTech,8736
10849,Liechtenstein,4/06/2021,Moderna,13100
10850,Liechtenstein,4/06/2021,Pfizer/BioNTech,8736
10851,Liechtenstein,11/06/2021,Moderna,15396
10852,Liechtenstein,11/06/2021,Pfizer/BioNTech,9314
10853,Liechtenstein,18/06/2021,Moderna,18203
10854,Liechtenstein,18/06/2021,Pfizer/BioNTech,9314
10855,Liechtenstein,25/06/2021,Moderna,19302
10856,Liechtenstein,25/06/2021,Pfizer/BioNTech,9832
10857,Liechtenstein,2/07/2021,Moderna,21577
10858,Liechtenstein,2/07/2021,Pfizer/BioNTech,9832
10859,Liechtenstein,9/07/2021,Moderna,23589
10860,Liechtenstein,9/07/2021,Pfizer/BioNTech,10437
10861,Liechtenstein,16/07/2021,Moderna,25915
10862,Liechtenstein,16/07/2021,Pfizer/BioNTech,10437
10863,Liechtenstein,23/07/2021,Moderna,26305
10864,Liechtenstein,23/07/2021,Pfizer/BioNTech,10682
10865,Liechtenstein,30/07/2021,Moderna,26305
10866,Liechtenstein,30/07/2021,Pfizer/BioNTech,10682
10867,Liechtenstein,6/08/2021,Moderna,26305
10868,Liechtenstein,6/08/2021,Pfizer/BioNTech,10682
10869,Liechtenstein,13/08/2021,Moderna,27431
10870,Liechtenstein,13/08/2021,Pfizer/BioNTech,11273
10871,Liechtenstein,20/08/2021,Moderna,28248
10872,Liechtenstein,20/08/2021,Pfizer/BioNTech,11678
10873,Liechtenstein,27/08/2021,Moderna,28663
10874,Liechtenstein,27/08/2021,Pfizer/BioNTech,12255
10875,Liechtenstein,3/09/2021,Moderna,28663
10876,Liechtenstein,3/09/2021,Pfizer/BioNTech,12255
10877,Liechtenstein,10/09/2021,Moderna,28665
10878,Liechtenstein,10/09/2021,Pfizer/BioNTech,12721
10879,Liechtenstein,17/09/2021,Moderna,29999
10880,Liechtenstein,17/09/2021,Pfizer/BioNTech,13105
10881,Liechtenstein,24/09/2021,Moderna,30752
10882,Liechtenstein,24/09/2021,Pfizer/BioNTech,13705
10883,Liechtenstein,1/10/2021,Moderna,30928
10884,Liechtenstein,1/10/2021,Pfizer/BioNTech,13705
10885,Liechtenstein,8/10/2021,Moderna,31116
10886,Liechtenstein,8/10/2021,Pfizer/BioNTech,13705
10887,Liechtenstein,15/10/2021,Moderna,31280
10888,Liechtenstein,15/10/2021,Pfizer/BioNTech,13705
10889,Lithuania,1/01/2021,Pfizer/BioNTech,2422
10890,Lithuania,8/01/2021,Pfizer/BioNTech,23566
10891,Lithuania,15/01/2021,Moderna,1043
10892,Lithuania,15/01/2021,Pfizer/BioNTech,51127
10893,Lithuania,22/01/2021,Moderna,2374
10894,Lithuania,22/01/2021,Pfizer/BioNTech,65824
10895,Lithuania,29/01/2021,Moderna,2374
10896,Lithuania,29/01/2021,Pfizer/BioNTech,91524
10897,Lithuania,5/02/2021,Moderna,4053
10898,Lithuania,5/02/2021,Pfizer/BioNTech,120470
10899,Lithuania,12/02/2021,Moderna,5751
10900,Lithuania,12/02/2021,Oxford/AstraZeneca,7804
10901,Lithuania,12/02/2021,Pfizer/BioNTech,139313
10902,Lithuania,19/02/2021,Moderna,9372
10903,Lithuania,19/02/2021,Oxford/AstraZeneca,15220
10904,Lithuania,19/02/2021,Pfizer/BioNTech,164444
10905,Lithuania,26/02/2021,Moderna,12304
10906,Lithuania,26/02/2021,Oxford/AstraZeneca,31519
10907,Lithuania,26/02/2021,Pfizer/BioNTech,194187
10908,Lithuania,5/03/2021,Moderna,21238
10909,Lithuania,5/03/2021,Oxford/AstraZeneca,47267
10910,Lithuania,5/03/2021,Pfizer/BioNTech,228587
10911,Lithuania,12/03/2021,Moderna,23137
10912,Lithuania,12/03/2021,Oxford/AstraZeneca,69694
10913,Lithuania,12/03/2021,Pfizer/BioNTech,261638
10914,Lithuania,19/03/2021,Moderna,26432
10915,Lithuania,19/03/2021,Oxford/AstraZeneca,79458
10916,Lithuania,19/03/2021,Pfizer/BioNTech,295898
10917,Lithuania,26/03/2021,Moderna,36644
10918,Lithuania,26/03/2021,Oxford/AstraZeneca,102087
10919,Lithuania,26/03/2021,Pfizer/BioNTech,338652
10920,Lithuania,2/04/2021,Moderna,53689
10921,Lithuania,2/04/2021,Oxford/AstraZeneca,130809
10922,Lithuania,2/04/2021,Pfizer/BioNTech,383680
10923,Lithuania,9/04/2021,Moderna,59602
10924,Lithuania,9/04/2021,Oxford/AstraZeneca,167630
10925,Lithuania,9/04/2021,Pfizer/BioNTech,449804
10926,Lithuania,16/04/2021,Moderna,61073
10927,Lithuania,16/04/2021,Oxford/AstraZeneca,186112
10928,Lithuania,16/04/2021,Pfizer/BioNTech,530445
10929,Lithuania,23/04/2021,Johnson&Johnson,3
10930,Lithuania,23/04/2021,Moderna,74165
10931,Lithuania,23/04/2021,Oxford/AstraZeneca,203529
10932,Lithuania,23/04/2021,Pfizer/BioNTech,603259
10933,Lithuania,30/04/2021,Johnson&Johnson,247
10934,Lithuania,30/04/2021,Moderna,82904
10935,Lithuania,30/04/2021,Oxford/AstraZeneca,214543
10936,Lithuania,30/04/2021,Pfizer/BioNTech,704517
10937,Lithuania,7/05/2021,Johnson&Johnson,2063
10938,Lithuania,7/05/2021,Moderna,102636
10939,Lithuania,7/05/2021,Oxford/AstraZeneca,255946
10940,Lithuania,7/05/2021,Pfizer/BioNTech,808605
10941,Lithuania,14/05/2021,Johnson&Johnson,4283
10942,Lithuania,14/05/2021,Moderna,114246
10943,Lithuania,14/05/2021,Oxford/AstraZeneca,285533
10944,Lithuania,14/05/2021,Pfizer/BioNTech,910187
10945,Lithuania,21/05/2021,Johnson&Johnson,8703
10946,Lithuania,21/05/2021,Moderna,134972
10947,Lithuania,21/05/2021,Oxford/AstraZeneca,305233
10948,Lithuania,21/05/2021,Pfizer/BioNTech,1003973
10949,Lithuania,28/05/2021,Johnson&Johnson,17160
10950,Lithuania,28/05/2021,Moderna,145157
10951,Lithuania,28/05/2021,Oxford/AstraZeneca,322910
10952,Lithuania,28/05/2021,Pfizer/BioNTech,1103509
10953,Lithuania,4/06/2021,Johnson&Johnson,23996
10954,Lithuania,4/06/2021,Moderna,160560
10955,Lithuania,4/06/2021,Oxford/AstraZeneca,350820
10956,Lithuania,4/06/2021,Pfizer/BioNTech,1237322
10957,Lithuania,11/06/2021,Johnson&Johnson,36614
10958,Lithuania,11/06/2021,Moderna,173739
10959,Lithuania,11/06/2021,Oxford/AstraZeneca,373938
10960,Lithuania,11/06/2021,Pfizer/BioNTech,1319692
10961,Lithuania,18/06/2021,Johnson&Johnson,42955
10962,Lithuania,18/06/2021,Moderna,191743
10963,Lithuania,18/06/2021,Oxford/AstraZeneca,400479
10964,Lithuania,18/06/2021,Pfizer/BioNTech,1397231
10965,Lithuania,25/06/2021,Johnson&Johnson,45273
10966,Lithuania,25/06/2021,Moderna,198900
10967,Lithuania,25/06/2021,Oxford/AstraZeneca,422734
10968,Lithuania,25/06/2021,Pfizer/BioNTech,1480612
10969,Lithuania,2/07/2021,Johnson&Johnson,52071
10970,Lithuania,2/07/2021,Moderna,206540
10971,Lithuania,2/07/2021,Oxford/AstraZeneca,453921
10972,Lithuania,2/07/2021,Pfizer/BioNTech,1540694
10973,Lithuania,9/07/2021,Johnson&Johnson,59946
10974,Lithuania,9/07/2021,Moderna,210573
10975,Lithuania,9/07/2021,Oxford/AstraZeneca,470910
10976,Lithuania,9/07/2021,Pfizer/BioNTech,1573954
10977,Lithuania,16/07/2021,Johnson&Johnson,69315
10978,Lithuania,16/07/2021,Moderna,214869
10979,Lithuania,16/07/2021,Oxford/AstraZeneca,483445
10980,Lithuania,16/07/2021,Pfizer/BioNTech,1600475
10981,Lithuania,23/07/2021,Johnson&Johnson,77178
10982,Lithuania,23/07/2021,Moderna,219524
10983,Lithuania,23/07/2021,Oxford/AstraZeneca,494488
10984,Lithuania,23/07/2021,Pfizer/BioNTech,1645188
10985,Lithuania,30/07/2021,Johnson&Johnson,82205
10986,Lithuania,30/07/2021,Moderna,224572
10987,Lithuania,30/07/2021,Oxford/AstraZeneca,512961
10988,Lithuania,30/07/2021,Pfizer/BioNTech,1704936
10989,Lithuania,6/08/2021,Johnson&Johnson,111471
10990,Lithuania,6/08/2021,Moderna,229474
10991,Lithuania,6/08/2021,Oxford/AstraZeneca,523067
10992,Lithuania,6/08/2021,Pfizer/BioNTech,1753315
10993,Lithuania,13/08/2021,Johnson&Johnson,139859
10994,Lithuania,13/08/2021,Moderna,233277
10995,Lithuania,13/08/2021,Oxford/AstraZeneca,526437
10996,Lithuania,13/08/2021,Pfizer/BioNTech,1808927
10997,Lithuania,20/08/2021,Johnson&Johnson,159913
10998,Lithuania,20/08/2021,Moderna,238834
10999,Lithuania,20/08/2021,Oxford/AstraZeneca,528485
11000,Lithuania,20/08/2021,Pfizer/BioNTech,1878362
11001,Lithuania,27/08/2021,Johnson&Johnson,172472
11002,Lithuania,27/08/2021,Moderna,244271
11003,Lithuania,27/08/2021,Oxford/AstraZeneca,530204
11004,Lithuania,27/08/2021,Pfizer/BioNTech,1931724
11005,Lithuania,3/09/2021,Johnson&Johnson,178758
11006,Lithuania,3/09/2021,Moderna,248426
11007,Lithuania,3/09/2021,Oxford/AstraZeneca,531483
11008,Lithuania,3/09/2021,Pfizer/BioNTech,1974889
11009,Lithuania,10/09/2021,Johnson&Johnson,182192
11010,Lithuania,10/09/2021,Moderna,252547
11011,Lithuania,10/09/2021,Oxford/AstraZeneca,532127
11012,Lithuania,10/09/2021,Pfizer/BioNTech,2013896
11013,Lithuania,17/09/2021,Johnson&Johnson,184965
11014,Lithuania,17/09/2021,Moderna,256807
11015,Lithuania,17/09/2021,Oxford/AstraZeneca,532692
11016,Lithuania,17/09/2021,Pfizer/BioNTech,2047228
11017,Lithuania,24/09/2021,Johnson&Johnson,190144
11018,Lithuania,24/09/2021,Moderna,259897
11019,Lithuania,24/09/2021,Oxford/AstraZeneca,533098
11020,Lithuania,24/09/2021,Pfizer/BioNTech,2071972
11021,Lithuania,1/10/2021,Johnson&Johnson,197964
11022,Lithuania,1/10/2021,Moderna,262660
11023,Lithuania,1/10/2021,Oxford/AstraZeneca,533393
11024,Lithuania,1/10/2021,Pfizer/BioNTech,2092130
11025,Lithuania,8/10/2021,Johnson&Johnson,204656
11026,Lithuania,8/10/2021,Moderna,265246
11027,Lithuania,8/10/2021,Oxford/AstraZeneca,533637
11028,Lithuania,8/10/2021,Pfizer/BioNTech,2110760
11029,Lithuania,15/10/2021,Johnson&Johnson,211333
11030,Lithuania,15/10/2021,Moderna,267532
11031,Lithuania,15/10/2021,Oxford/AstraZeneca,534053
11032,Lithuania,15/10/2021,Pfizer/BioNTech,2125569
11033,Lithuania,22/10/2021,Johnson&Johnson,214791
11034,Lithuania,22/10/2021,Moderna,268213
11035,Lithuania,22/10/2021,Oxford/AstraZeneca,534422
11036,Lithuania,22/10/2021,Pfizer/BioNTech,2132191
11037,Luxembourg,1/01/2021,Pfizer/BioNTech,0
11038,Luxembourg,8/01/2021,Pfizer/BioNTech,1285
11039,Luxembourg,15/01/2021,Moderna,0
11040,Luxembourg,15/01/2021,Pfizer/BioNTech,2780
11041,Luxembourg,22/01/2021,Moderna,283
11042,Luxembourg,22/01/2021,Pfizer/BioNTech,5093
11043,Luxembourg,29/01/2021,Moderna,416
11044,Luxembourg,29/01/2021,Pfizer/BioNTech,8292
11045,Luxembourg,5/02/2021,Moderna,840
11046,Luxembourg,5/02/2021,Oxford/AstraZeneca,0
11047,Luxembourg,5/02/2021,Pfizer/BioNTech,11763
11048,Luxembourg,12/02/2021,Moderna,1030
11049,Luxembourg,12/02/2021,Oxford/AstraZeneca,1133
11050,Luxembourg,12/02/2021,Pfizer/BioNTech,13907
11051,Luxembourg,19/02/2021,Moderna,1320
11052,Luxembourg,19/02/2021,Oxford/AstraZeneca,3432
11053,Luxembourg,19/02/2021,Pfizer/BioNTech,17337
11054,Luxembourg,26/02/2021,Moderna,1637
11055,Luxembourg,26/02/2021,Oxford/AstraZeneca,4032
11056,Luxembourg,26/02/2021,Pfizer/BioNTech,21614
11057,Luxembourg,5/03/2021,Moderna,2107
11058,Luxembourg,5/03/2021,Oxford/AstraZeneca,5186
11059,Luxembourg,5/03/2021,Pfizer/BioNTech,27760
11060,Luxembourg,12/03/2021,Moderna,2604
11061,Luxembourg,12/03/2021,Oxford/AstraZeneca,6418
11062,Luxembourg,12/03/2021,Pfizer/BioNTech,37826
11063,Luxembourg,19/03/2021,Moderna,4094
11064,Luxembourg,19/03/2021,Oxford/AstraZeneca,7429
11065,Luxembourg,19/03/2021,Pfizer/BioNTech,50247
11066,Luxembourg,26/03/2021,Moderna,4301
11067,Luxembourg,26/03/2021,Oxford/AstraZeneca,15966
11068,Luxembourg,26/03/2021,Pfizer/BioNTech,53081
11069,Luxembourg,2/04/2021,Moderna,4700
11070,Luxembourg,2/04/2021,Oxford/AstraZeneca,30393
11071,Luxembourg,2/04/2021,Pfizer/BioNTech,57269
11072,Luxembourg,9/04/2021,Moderna,7193
11073,Luxembourg,9/04/2021,Oxford/AstraZeneca,32127
11074,Luxembourg,9/04/2021,Pfizer/BioNTech,77361
11075,Luxembourg,16/04/2021,Johnson&Johnson,2186
11076,Luxembourg,16/04/2021,Moderna,11653
11077,Luxembourg,16/04/2021,Oxford/AstraZeneca,33901
11078,Luxembourg,16/04/2021,Pfizer/BioNTech,102493
11079,Luxembourg,23/04/2021,Johnson&Johnson,2381
11080,Luxembourg,23/04/2021,Moderna,12209
11081,Luxembourg,23/04/2021,Oxford/AstraZeneca,35004
11082,Luxembourg,23/04/2021,Pfizer/BioNTech,114789
11083,Luxembourg,30/04/2021,Johnson&Johnson,2381
11084,Luxembourg,30/04/2021,Moderna,14488
11085,Luxembourg,30/04/2021,Oxford/AstraZeneca,37268
11086,Luxembourg,30/04/2021,Pfizer/BioNTech,130721
11087,Luxembourg,7/05/2021,Johnson&Johnson,5879
11088,Luxembourg,7/05/2021,Moderna,17390
11089,Luxembourg,7/05/2021,Oxford/AstraZeneca,48620
11090,Luxembourg,7/05/2021,Pfizer/BioNTech,153049
11091,Luxembourg,14/05/2021,Johnson&Johnson,7782
11092,Luxembourg,14/05/2021,Moderna,23443
11093,Luxembourg,14/05/2021,Oxford/AstraZeneca,53633
11094,Luxembourg,14/05/2021,Pfizer/BioNTech,183239
11095,Luxembourg,21/05/2021,Johnson&Johnson,10932
11096,Luxembourg,21/05/2021,Moderna,29642
11097,Luxembourg,21/05/2021,Oxford/AstraZeneca,56183
11098,Luxembourg,21/05/2021,Pfizer/BioNTech,205950
11099,Luxembourg,28/05/2021,Johnson&Johnson,11432
11100,Luxembourg,28/05/2021,Moderna,33755
11101,Luxembourg,28/05/2021,Oxford/AstraZeneca,57367
11102,Luxembourg,28/05/2021,Pfizer/BioNTech,225524
11103,Luxembourg,4/06/2021,Johnson&Johnson,12868
11104,Luxembourg,4/06/2021,Moderna,34577
11105,Luxembourg,4/06/2021,Oxford/AstraZeneca,69208
11106,Luxembourg,4/06/2021,Pfizer/BioNTech,254775
11107,Luxembourg,11/06/2021,Johnson&Johnson,17001
11108,Luxembourg,11/06/2021,Moderna,37658
11109,Luxembourg,11/06/2021,Oxford/AstraZeneca,83832
11110,Luxembourg,11/06/2021,Pfizer/BioNTech,282317
11111,Luxembourg,18/06/2021,Johnson&Johnson,17929
11112,Luxembourg,18/06/2021,Moderna,43287
11113,Luxembourg,18/06/2021,Oxford/AstraZeneca,85704
11114,Luxembourg,18/06/2021,Pfizer/BioNTech,317306
11115,Luxembourg,25/06/2021,Johnson&Johnson,26658
11116,Luxembourg,25/06/2021,Moderna,48423
11117,Luxembourg,25/06/2021,Oxford/AstraZeneca,87581
11118,Luxembourg,25/06/2021,Pfizer/BioNTech,345146
11119,Luxembourg,2/07/2021,Johnson&Johnson,28200
11120,Luxembourg,2/07/2021,Moderna,54340
11121,Luxembourg,2/07/2021,Oxford/AstraZeneca,98268
11122,Luxembourg,2/07/2021,Pfizer/BioNTech,375813
11123,Luxembourg,9/07/2021,Johnson&Johnson,28632
11124,Luxembourg,9/07/2021,Moderna,56383
11125,Luxembourg,9/07/2021,Oxford/AstraZeneca,102131
11126,Luxembourg,9/07/2021,Pfizer/BioNTech,397996
11127,Luxembourg,16/07/2021,Johnson&Johnson,30910
11128,Luxembourg,16/07/2021,Moderna,57843
11129,Luxembourg,16/07/2021,Oxford/AstraZeneca,102848
11130,Luxembourg,16/07/2021,Pfizer/BioNTech,424513
11131,Luxembourg,23/07/2021,Johnson&Johnson,31713
11132,Luxembourg,23/07/2021,Moderna,60733
11133,Luxembourg,23/07/2021,Oxford/AstraZeneca,102978
11134,Luxembourg,23/07/2021,Pfizer/BioNTech,449589
11135,Luxembourg,30/07/2021,Johnson&Johnson,32646
11136,Luxembourg,30/07/2021,Moderna,66076
11137,Luxembourg,30/07/2021,Oxford/AstraZeneca,104596
11138,Luxembourg,30/07/2021,Pfizer/BioNTech,466095
11139,Luxembourg,6/08/2021,Johnson&Johnson,33133
11140,Luxembourg,6/08/2021,Moderna,67968
11141,Luxembourg,6/08/2021,Oxford/AstraZeneca,104909
11142,Luxembourg,6/08/2021,Pfizer/BioNTech,478127
11143,Luxembourg,13/08/2021,Johnson&Johnson,33679
11144,Luxembourg,13/08/2021,Moderna,69195
11145,Luxembourg,13/08/2021,Oxford/AstraZeneca,104978
11146,Luxembourg,13/08/2021,Pfizer/BioNTech,482908
11147,Luxembourg,20/08/2021,Johnson&Johnson,34510
11148,Luxembourg,20/08/2021,Moderna,69498
11149,Luxembourg,20/08/2021,Oxford/AstraZeneca,105018
11150,Luxembourg,20/08/2021,Pfizer/BioNTech,487334
11151,Luxembourg,27/08/2021,Johnson&Johnson,35104
11152,Luxembourg,27/08/2021,Moderna,69625
11153,Luxembourg,27/08/2021,Oxford/AstraZeneca,105149
11154,Luxembourg,27/08/2021,Pfizer/BioNTech,491262
11155,Luxembourg,3/09/2021,Johnson&Johnson,35639
11156,Luxembourg,3/09/2021,Moderna,69706
11157,Luxembourg,3/09/2021,Oxford/AstraZeneca,105213
11158,Luxembourg,3/09/2021,Pfizer/BioNTech,495307
11159,Luxembourg,10/09/2021,Johnson&Johnson,36361
11160,Luxembourg,10/09/2021,Moderna,69751
11161,Luxembourg,10/09/2021,Oxford/AstraZeneca,105248
11162,Luxembourg,10/09/2021,Pfizer/BioNTech,498912
11163,Luxembourg,17/09/2021,Johnson&Johnson,36808
11164,Luxembourg,17/09/2021,Moderna,69799
11165,Luxembourg,17/09/2021,Oxford/AstraZeneca,105260
11166,Luxembourg,17/09/2021,Pfizer/BioNTech,502217
11167,Luxembourg,24/09/2021,Johnson&Johnson,37216
11168,Luxembourg,24/09/2021,Moderna,69832
11169,Luxembourg,24/09/2021,Oxford/AstraZeneca,105274
11170,Luxembourg,24/09/2021,Pfizer/BioNTech,505316
11171,Luxembourg,1/10/2021,Johnson&Johnson,37546
11172,Luxembourg,1/10/2021,Moderna,69856
11173,Luxembourg,1/10/2021,Oxford/AstraZeneca,105286
11174,Luxembourg,1/10/2021,Pfizer/BioNTech,508160
11175,Luxembourg,8/10/2021,Johnson&Johnson,37881
11176,Luxembourg,8/10/2021,Moderna,69871
11177,Luxembourg,8/10/2021,Oxford/AstraZeneca,105294
11178,Luxembourg,8/10/2021,Pfizer/BioNTech,511048
11179,Luxembourg,15/10/2021,Johnson&Johnson,38453
11180,Luxembourg,15/10/2021,Moderna,69901
11181,Luxembourg,15/10/2021,Oxford/AstraZeneca,105299
11182,Luxembourg,15/10/2021,Pfizer/BioNTech,514486
11183,Luxembourg,22/10/2021,Johnson&Johnson,38762
11184,Luxembourg,22/10/2021,Moderna,69913
11185,Luxembourg,22/10/2021,Oxford/AstraZeneca,105307
11186,Luxembourg,22/10/2021,Pfizer/BioNTech,516681
11187,Malta,1/01/2021,Pfizer/BioNTech,57
11188,Malta,8/01/2021,Oxford/AstraZeneca,3
11189,Malta,8/01/2021,Pfizer/BioNTech,4543
11190,Malta,15/01/2021,Moderna,2
11191,Malta,15/01/2021,Oxford/AstraZeneca,6
11192,Malta,15/01/2021,Pfizer/BioNTech,11022
11193,Malta,22/01/2021,Moderna,3
11194,Malta,22/01/2021,Oxford/AstraZeneca,13
11195,Malta,22/01/2021,Pfizer/BioNTech,18886
11196,Malta,29/01/2021,Pfizer/BioNTech,26522
11197,Malta,5/02/2021,Moderna,48
11198,Malta,5/02/2021,Oxford/AstraZeneca,23
11199,Malta,5/02/2021,Pfizer/BioNTech,39381
11200,Malta,12/02/2021,Moderna,431
11201,Malta,12/02/2021,Oxford/AstraZeneca,181
11202,Malta,12/02/2021,Pfizer/BioNTech,50030
11203,Malta,19/02/2021,Moderna,950
11204,Malta,19/02/2021,Oxford/AstraZeneca,4113
11205,Malta,19/02/2021,Pfizer/BioNTech,61504
11206,Malta,26/02/2021,Johnson&Johnson,5
11207,Malta,26/02/2021,Moderna,1480
11208,Malta,26/02/2021,Oxford/AstraZeneca,15107
11209,Malta,26/02/2021,Pfizer/BioNTech,74872
11210,Malta,5/03/2021,Moderna,1577
11211,Malta,5/03/2021,Oxford/AstraZeneca,28455
11212,Malta,5/03/2021,Pfizer/BioNTech,87668
11213,Malta,12/03/2021,Johnson&Johnson,6
11214,Malta,12/03/2021,Moderna,1951
11215,Malta,12/03/2021,Oxford/AstraZeneca,43427
11216,Malta,12/03/2021,Pfizer/BioNTech,100876
11217,Malta,19/03/2021,Johnson&Johnson,7
11218,Malta,19/03/2021,Moderna,3573
11219,Malta,19/03/2021,Oxford/AstraZeneca,54007
11220,Malta,19/03/2021,Pfizer/BioNTech,115712
11221,Malta,26/03/2021,Moderna,9665
11222,Malta,26/03/2021,Oxford/AstraZeneca,58973
11223,Malta,26/03/2021,Pfizer/BioNTech,133059
11224,Malta,2/04/2021,Moderna,11106
11225,Malta,2/04/2021,Oxford/AstraZeneca,70133
11226,Malta,2/04/2021,Pfizer/BioNTech,149677
11227,Malta,9/04/2021,Johnson&Johnson,9
11228,Malta,9/04/2021,Moderna,11666
11229,Malta,9/04/2021,Oxford/AstraZeneca,81578
11230,Malta,9/04/2021,Pfizer/BioNTech,167159
11231,Malta,16/04/2021,Moderna,13648
11232,Malta,16/04/2021,Oxford/AstraZeneca,92439
11233,Malta,16/04/2021,Pfizer/BioNTech,190276
11234,Malta,23/04/2021,Moderna,18954
11235,Malta,23/04/2021,Oxford/AstraZeneca,109924
11236,Malta,23/04/2021,Pfizer/BioNTech,206114
11237,Malta,30/04/2021,Johnson&Johnson,11
11238,Malta,30/04/2021,Moderna,20295
11239,Malta,30/04/2021,Oxford/AstraZeneca,116658
11240,Malta,30/04/2021,Pfizer/BioNTech,231426
11241,Malta,7/05/2021,Johnson&Johnson,2427
11242,Malta,7/05/2021,Moderna,21943
11243,Malta,7/05/2021,Oxford/AstraZeneca,122509
11244,Malta,7/05/2021,Pfizer/BioNTech,260751
11245,Malta,14/05/2021,Johnson&Johnson,3523
11246,Malta,14/05/2021,Moderna,24677
11247,Malta,14/05/2021,Oxford/AstraZeneca,139262
11248,Malta,14/05/2021,Pfizer/BioNTech,288981
11249,Malta,21/05/2021,Johnson&Johnson,9026
11250,Malta,21/05/2021,Moderna,27080
11251,Malta,21/05/2021,Oxford/AstraZeneca,154792
11252,Malta,21/05/2021,Pfizer/BioNTech,317333
11253,Malta,28/05/2021,Johnson&Johnson,9449
11254,Malta,28/05/2021,Moderna,30369
11255,Malta,28/05/2021,Oxford/AstraZeneca,166278
11256,Malta,28/05/2021,Pfizer/BioNTech,346900
11257,Malta,4/06/2021,Johnson&Johnson,9772
11258,Malta,4/06/2021,Moderna,32350
11259,Malta,4/06/2021,Oxford/AstraZeneca,172116
11260,Malta,4/06/2021,Pfizer/BioNTech,369434
11261,Malta,11/06/2021,Johnson&Johnson,11262
11262,Malta,11/06/2021,Moderna,34727
11263,Malta,11/06/2021,Oxford/AstraZeneca,183352
11264,Malta,11/06/2021,Pfizer/BioNTech,387551
11265,Malta,18/06/2021,Johnson&Johnson,12316
11266,Malta,18/06/2021,Moderna,37273
11267,Malta,18/06/2021,Oxford/AstraZeneca,193953
11268,Malta,18/06/2021,Pfizer/BioNTech,399329
11269,Malta,25/06/2021,Johnson&Johnson,13481
11270,Malta,25/06/2021,Moderna,40771
11271,Malta,25/06/2021,Oxford/AstraZeneca,202885
11272,Malta,25/06/2021,Pfizer/BioNTech,406620
11273,Malta,2/07/2021,Johnson&Johnson,15303
11274,Malta,2/07/2021,Moderna,41702
11275,Malta,2/07/2021,Oxford/AstraZeneca,214968
11276,Malta,2/07/2021,Pfizer/BioNTech,417565
11277,Malta,9/07/2021,Johnson&Johnson,16340
11278,Malta,9/07/2021,Moderna,41967
11279,Malta,9/07/2021,Oxford/AstraZeneca,220677
